MIN_NUM_WORKERS,aggregation_algorithm,batch_size,best_acc,best_f1,best_loss,best_prec,best_recall,best_round,convnet_hidden1,convnet_hidden2,dataframe_path,dataset_name,dataset_path,device,early_stop_patience,encryption_mode,fedprox_mu,global_epoch,gpu_blacklist,he_backend,heartbeat_interval_hours,heavy_client_threshold,hf_repo_id,image_size,learning_rate,local_epoch,log_dir,model_name,models_percentage,notification_interval,num_classes,num_clients,num_custom_layers,num_images,num_parallel_executions,pc_name,plot_dir,round_timeout,server_join_timeout,server_ready_timeout,server_startup_timeout,splitting_dir,telegram_bot_token,telegram_chat_id,total_duration,weighted_aggregation,worker_id
2,FedAvg,16,0.8186274509803921,0.8189434443142453,0.4045080644827263,0.8202991539033502,0.8186274509803921,2,32,16,C:\Users\dastl\Desktop\Giando\FCGS\results/csv\csv_MSIDomino12\runs\20260604-182014_dataset_ISIC_worker_1.csv,dataset_ISIC,dbluigi/dataset_ISIC/dataset,cuda,5,no_encryption,0.0,10,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\dastl\Desktop\Giando\FCGS\results/log\log_MSIDomino12\dataset_ISIC_run_1_ConvNet,ConvNet,1,100,2,2,-1,2022,2,,C:\Users\dastl\Desktop\Giando\FCGS\static/plots\plots_MSIDomino12\dataset_ISIC_run_1_ConvNet,1800,300,180,660,C:\Users\dastl\Desktop\Giando\FCGS\results/run_dataset\split_MSIDomino12\dataset_ISIC_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,1292.9739744663239,True,1
2,FedProx,16,0.8088235294117647,0.8087254426350367,0.4332026655183119,0.8109729016691193,0.8088235294117647,9,32,16,C:\Users\dastl\Desktop\Giando\FCGS\results/csv\csv_MSIDomino12\runs\20260604-182629_dataset_ISIC_worker_0.csv,dataset_ISIC,dbluigi/dataset_ISIC/dataset,cuda,5,no_encryption,0.05,10,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\dastl\Desktop\Giando\FCGS\results/log\log_MSIDomino12\dataset_ISIC_run_0_ConvNet,ConvNet,1,100,2,2,-1,2022,2,,C:\Users\dastl\Desktop\Giando\FCGS\static/plots\plots_MSIDomino12\dataset_ISIC_run_0_ConvNet,1800,300,180,660,C:\Users\dastl\Desktop\Giando\FCGS\results/run_dataset\split_MSIDomino12\dataset_ISIC_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,1667.4848692417145,True,0
2,FedAvg,16,0.7794117647058824,0.7768638172424156,0.5931372866034508,0.7829438335820501,0.7794117647058824,4,32,16,C:\Users\giand\Desktop\prog\FCGS\csv\csv_Siando\runs\20260530-202348_dataset_multy_sorted_T1_worker_1.csv,dataset_multy_sorted_T1,dataset/dataset_multy_sorted_T1,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\log\log_Siando\dataset_multy_sorted_T1_run_1_ConvNet,ConvNet,1,100,3,2,-1,1358,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_T1_run_1_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\run_dataset\split_Siando\dataset_multy_sorted_T1_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,101.97012710571289,True,1
2,FedProx,16,0.7647058823529411,0.7586986257690991,0.6410185046055737,0.7642800826624355,0.7647058823529411,4,32,16,C:\Users\domin\Desktop\prog\FCGS\results/csv\csv_MSIDomino11\runs\20260605-070212_dataset_multy_sorted_T1_worker_0.csv,dataset_multy_sorted_T1,dataset/dataset_multy_sorted_T1,cuda,5,no_encryption,0.05,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\domin\Desktop\prog\FCGS\results/log\log_MSIDomino11\dataset_multy_sorted_T1_run_0_ConvNet,ConvNet,1,100,3,2,-1,1358,2,,C:\Users\domin\Desktop\prog\FCGS\static/plots\plots_MSIDomino11\dataset_multy_sorted_T1_run_0_ConvNet,1800,300,180,600,C:\Users\domin\Desktop\prog\FCGS\results/run_dataset\split_MSIDomino11\dataset_multy_sorted_T1_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,226.10202884674072,True,0
2,FedAvg,16,0.7857142857142857,0.7798063155409517,0.5217473583562033,0.78855540285038,0.7857142857142857,4,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_MSI\runs\20260603-184046_dataset_multy_sorted_worker_1.csv,dataset_multy_sorted,dataset/dataset_multy_sorted,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_MSI\dataset_multy_sorted_run_1_ConvNet,ConvNet,1,100,3,2,-1,4189,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_MSI\dataset_multy_sorted_run_1_ConvNet,1800,300,180,780,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_MSI\dataset_multy_sorted_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,125.06252813339233,True,1
2,FedProx,16,0.7238095238095238,0.7258539004809796,0.6572600716636294,0.7406881608344373,0.7238095238095238,4,32,16,C:\Users\giand\Desktop\prog\FCGS\csv\csv_Siando\runs\20260530-202624_dataset_multy_sorted_worker_0.csv,dataset_multy_sorted,dataset/dataset_multy_sorted,cuda,5,no_encryption,0.05,5,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\giand\Desktop\prog\FCGS\log\log_Siando\dataset_multy_sorted_run_0_ConvNet,ConvNet,1,100,3,2,-1,4189,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_run_0_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\run_dataset\split_Siando\dataset_multy_sorted_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,111.48978447914124,True,0
2,FedAvg,16,0.7681159420289855,0.7411262934857845,0.5848782364872919,0.796567206592782,0.7681159420289855,4,32,16,C:\Users\giand\Desktop\prog\FCGS\csv\csv_Siando\runs\20260530-202739_dataset_multy_sorted_T2_worker_1.csv,dataset_multy_sorted_T2,dataset/dataset_multy_sorted_T2,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\log\log_Siando\dataset_multy_sorted_T2_run_1_ConvNet,ConvNet,1,100,3,2,-1,1380,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_T2_run_1_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\run_dataset\split_Siando\dataset_multy_sorted_T2_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,89.27866840362549,True,1
2,FedProx,16,0.7463768115942029,0.7375019721776999,0.5839445504589357,0.7518892842205379,0.7463768115942029,4,32,16,C:\Users\domin\Desktop\prog\FCGS\results/csv\csv_MSIDomino11\runs\20260613-011038_dataset_multy_sorted_T2_worker_1.csv,dataset_multy_sorted_T2,dataset/dataset_multy_sorted_T2,cuda,5,no_encryption,0.05,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\domin\Desktop\prog\FCGS\results/log\log_MSIDomino11\dataset_multy_sorted_T2_run_1_ConvNet,ConvNet,1,100,3,2,-1,1380,2,,C:\Users\domin\Desktop\prog\FCGS\static/plots\plots_MSIDomino11\dataset_multy_sorted_T2_run_1_ConvNet,3600,300,180,600,C:\Users\domin\Desktop\prog\FCGS\results/run_dataset\split_MSIDomino11\dataset_multy_sorted_T2_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,8685.5190782547,True,1
2,FedAvg,16,0.7769784172661871,0.77729304315493,0.4575766923187448,0.777757793764988,0.7769784172661871,4,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_MSI\runs\20260603-185336_dataset_slices_sorted_T2_worker_1.csv,dataset_slices_sorted_T2,dataset/dataset_slices_sorted_T2,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_MSI\dataset_slices_sorted_T2_run_1_ConvNet,ConvNet,1,100,2,2,-1,1381,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_MSI\dataset_slices_sorted_T2_run_1_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_MSI\dataset_slices_sorted_T2_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,99.44641160964966,True,1
2,FedProx,16,0.7410071942446043,0.7323164242932776,0.4962961034809085,0.7428682621029549,0.7410071942446043,4,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_MSI\runs\20260603-185337_dataset_slices_sorted_T2_worker_0.csv,dataset_slices_sorted_T2,dataset/dataset_slices_sorted_T2,cuda,5,no_encryption,0.05,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_MSI\dataset_slices_sorted_T2_run_0_ConvNet,ConvNet,1,100,2,2,-1,1381,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_MSI\dataset_slices_sorted_T2_run_0_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_MSI\dataset_slices_sorted_T2_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,100.13268423080444,True,0
2,FedAvg,16,0.8013698630136986,0.803123822009706,0.6451640467937678,0.8123662098949869,0.8013698630136986,4,32,16,C:\Users\giand\Desktop\prog\FCGS\csv\csv_Siando\runs\20260530-203107_dataset_multy_sorted_Flair_worker_1.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\log\log_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,ConvNet,1,100,3,2,-1,1451,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\run_dataset\split_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,87.3029146194458,True,1
2,FedProx,16,0.8082191780821918,0.8012919377877117,0.5281320598027478,0.8192450610381139,0.8082191780821918,4,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_MSI\runs\20260603-185529_dataset_multy_sorted_Flair_worker_0.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,no_encryption,0.05,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_MSI\dataset_multy_sorted_Flair_run_0_ConvNet,ConvNet,1,100,3,2,-1,1451,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_MSI\dataset_multy_sorted_Flair_run_0_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_MSI\dataset_multy_sorted_Flair_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,97.76745653152466,True,0
2,FedAvg,16,0.8013698630136986,0.7982901421257586,0.5388605525232342,0.8018184034706186,0.8013698630136986,4,32,16,C:\Users\dastl\Desktop\Giando\FCGS\results/csv\csv_MSIDomino12\runs\20260604-185120_dataset_slices_sorted_Flair_worker_1.csv,dataset_slices_sorted_Flair,dataset/dataset_slices_sorted_Flair,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\dastl\Desktop\Giando\FCGS\results/log\log_MSIDomino12\dataset_slices_sorted_Flair_run_1_ConvNet,ConvNet,1,100,2,2,-1,1452,2,,C:\Users\dastl\Desktop\Giando\FCGS\static/plots\plots_MSIDomino12\dataset_slices_sorted_Flair_run_1_ConvNet,1800,300,180,600,C:\Users\dastl\Desktop\Giando\FCGS\results/run_dataset\split_MSIDomino12\dataset_slices_sorted_Flair_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,128.01271200180054,True,1
2,FedProx,16,0.7123287671232876,0.7089970359919566,0.5657658568800312,0.7131445551764867,0.7123287671232876,4,32,16,C:\Users\dastl\Desktop\Giando\FCGS\results/csv\csv_MSIDomino12\runs\20260604-185313_dataset_slices_sorted_Flair_worker_0.csv,dataset_slices_sorted_Flair,dataset/dataset_slices_sorted_Flair,cuda,5,no_encryption,0.05,5,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\dastl\Desktop\Giando\FCGS\results/log\log_MSIDomino12\dataset_slices_sorted_Flair_run_0_ConvNet,ConvNet,1,100,2,2,-1,1452,2,,C:\Users\dastl\Desktop\Giando\FCGS\static/plots\plots_MSIDomino12\dataset_slices_sorted_Flair_run_0_ConvNet,1800,300,180,600,C:\Users\dastl\Desktop\Giando\FCGS\results/run_dataset\split_MSIDomino12\dataset_slices_sorted_Flair_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,115.49483108520508,True,0
2,FedAvg,16,0.7577777777777778,0.6633633617546836,0.5323614268832737,0.786611227824463,0.7577777777777778,4,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260604-164547_dataset_HAM1000_worker_1.csv,dataset_HAM1000,dbluigi/dataset_HAM1000/dataset,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_HAM1000_run_1_ConvNet,ConvNet,1,100,2,2,-1,4499,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_HAM1000_run_1_ConvNet,1800,300,180,780,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_HAM1000_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,148.08432245254517,True,1
2,FedAvg,16,0.8137254901960784,0.814102529159194,0.8706874287888116,0.8190219484020024,0.8137254901960784,4,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260604-170313_dataset_ISIC_worker_1.csv,dataset_ISIC,dbluigi/dataset_ISIC/dataset,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_ISIC_run_1_ConvNet,ConvNet,1,100,2,2,-1,2022,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_ISIC_run_1_ConvNet,1800,300,180,660,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_ISIC_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,922.1906669139862,True,1
2,FedProx,16,0.8088235294117647,0.8082015817202042,0.4613414719408634,0.8098545803174736,0.8088235294117647,2,32,16,C:\Users\giand\Desktop\prog\FCGS\csv\csv_Siando\runs\20260530-205924_dataset_ISIC_worker_0.csv,dataset_ISIC,dbluigi/dataset_ISIC/dataset,cuda,5,no_encryption,0.05,5,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\giand\Desktop\prog\FCGS\log\log_Siando\dataset_ISIC_run_0_ConvNet,ConvNet,1,100,2,2,-1,2022,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_ISIC_run_0_ConvNet,1800,300,180,600,C:\Users\giand\Desktop\prog\FCGS\run_dataset\split_Siando\dataset_ISIC_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,1313.3023829460144,True,0
8,FedAvg,16,0.7132352941176471,0.707713717638085,0.5781713728519047,0.7191255027652086,0.7132352941176471,3,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260604-170703_dataset_slices_sorted_T1_worker_1.csv,dataset_slices_sorted_T1,dataset/dataset_slices_sorted_T1,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_slices_sorted_T1_run_1_ConvNet,ConvNet,1,100,2,8,-1,1358,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_slices_sorted_T1_run_1_ConvNet,1800,300,180,600,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_slices_sorted_T1_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,62.233952045440674,True,1
